,,,,,,,,,
,Datetime,Refrigeration Unit - 1,,Refrigeration Unit - 2,,Refrigeration Unit - 3,,Refrigeration Unit - 4,
,8/1/17 5:25,2.27,3.00,3.10,-1.81,0.28,2.06,2.24,0.81
,8/1/17 5:26,2.28,2.50,3.11,-2.00,0.28,2.87,2.23,0.59
,8/1/17 5:27,0.33,2.25,3.11,-2.15,1.28,3.37,1.29,0.37
,8/1/17 5:28,0.33,2.93,3.11,-2.37,2.06,2.87,0.31,0.53
,8/1/17 5:29,0.33,3.78,3.11,-2.53,1.99,2.50,0.31,1.09
,8/1/17 5:30,0.33,4.28,3.11,-2.65,2.03,2.28,0.31,1.72
,8/1/17 5:31,0.33,4.56,3.11,-2.78,2.05,2.06,0.31,2.22
,8/1/17 5:32,0.33,4.75,3.11,-2.90,1.18,1.87,0.31,2.66
,8/1/17 5:33,1.29,4.90,3.10,-3.03,0.28,1.97,0.31,3.06
,8/1/17 5:34,2.44,4.31,3.11,-3.22,0.28,2.75,1.35,3.41
,8/1/17 5:35,2.27,3.40,3.10,-3.34,1.23,3.38,2.36,3.03
,8/1/17 5:36,2.27,2.75,,-3.43,2.15,3.03,2.26,2.19
,8/1/17 5:37,1.30,2.34,3.10,-3.50,1.97,2.56,2.25,1.69
,8/1/17 5:38,0.33,2.47,3.10,-3.59,2.01,2.31,2.26,1.37
,8/1/17 5:39,0.33,3.34,1.75,-3.62,2.03,2.09,2.25,1.03
,8/1/17 5:40,0.33,4.03,0.40,-2.47,2.05,1.90,2.26,0.69
,8/1/17 5:41,0.33,4.41,0.40,-1.25,,1.87,0.31,0.47
,8/1/17 5:42,0.33,4.65,0.40,-0.47,0.28,2.53,0.31,0.88
,8/1/17 5:43,0.33,4.84,0.40,0.03,0.28,3.25,0.31,1.44
,8/1/17 5:44,1.41,4.81,0.40,0.31,2.19,3.22,0.31,2.00
,8/1/17 5:45,2.35,3.93,0.40,0.47,1.97,2.59,0.31,2.47
,8/1/17 5:46,2.27,3.12,0.40,0.65,2.00,2.34,0.31,2.84
,8/1/17 5:47,2.28,2.56,0.40,0.75,2.03,2.12,0.31,3.19
,8/1/17 5:48,0.33,2.28,0.40,0.90,2.04,1.94,2.27,3.37
,8/1/17 5:49,0.32,2.81,0.40,1.03,0.28,1.81,2.27,2.81
,8/1/17 5:50,0.32,3.69,0.39,1.25,0.28,2.44,2.24,1.94
,8/1/17 5:51,0.33,4.22,0.39,1.50,0.28,3.16,2.25,1.50
,8/1/17 5:52,0.33,4.50,0.39,1.81,2.21,3.31,2.24,1.16
,8/1/17 5:53,0.32,4.72,0.39,2.06,1.98,2.59,2.26,0.78
,8/1/17 5:54,0.32,4.90,0.39,2.28,2.00,2.34,1.29,0.47
,8/1/17 5:55,2.44,4.53,0.39,2.47,2.03,2.12,0.31,0.75
,8/1/17 5:56,2.29,3.59,0.39,2.65,2.05,1.94,0.31,1.28
,8/1/17 5:57,2.27,2.91,0.39,2.81,0.28,1.84,0.31,1.88
,8/1/17 5:58,2.28,2.41,0.39,2.97,0.28,2.44,0.31,2.81
,8/1/17 5:59,0.33,2.28,0.39,3.09,0.28,3.16,0.31,3.31
,8/1/17 6:00,0.33,3.03,0.39,3.22,2.19,3.31,2.38,3.37
,8/1/17 6:01,0.33,3.84,0.40,3.34,1.99,2.63,2.27,2.35
,8/1/17 6:02,0.33,4.28,0.40,3.47,2.01,2.34,2.23,1.62
,8/1/17 6:03,0.32,4.56,0.40,3.59,2.03,2.15,2.24,1.25
,8/1/17 6:04,0.33,4.75,0.39,3.72,2.06,1.94,2.27,0.84
,8/1/17 6:05,0.32,4.94,0.39,3.84,0.28,1.91,2.29,0.50
,8/1/17 6:06,2.41,4.43,0.39,3.93,0.28,2.59,0.31,0.72
,8/1/17 6:07,2.27,3.50,0.39,4.03,0.28,3.31,0.31,1.22
,8/1/17 6:08,2.26,2.81,0.39,4.15,2.19,3.22,0.31,1.78
,8/1/17 6:09,1.29,2.28,0.39,4.22,1.96,2.59,0.31,2.22
,8/1/17 6:10,0.32,2.34,0.39,4.31,1.99,2.34,0.31,2.59
,8/1/17 6:11,0.32,3.15,0.39,4.40,2.02,2.37,0.31,2.94
,8/1/17 6:12,0.32,3.94,0.39,4.53,2.05,2.28,0.31,3.19
,8/1/17 6:13,0.32,4.34,0.39,4.59,2.07,2.06,0.31,3.40
,8/1/17 6:14,0.32,4.62,0.39,4.65,1.18,1.84,2.37,2.90
,8/1/17 6:15,0.32,4.78,0.39,4.75,0.28,2.12,2.24,2.00
,8/1/17 6:16,1.33,4.93,0.39,4.81,0.28,2.94,2.23,1.53
,8/1/17 6:17,2.38,4.31,0.39,4.90,1.28,3.43,2.26,1.16
,8/1/17 6:18,2.23,3.37,0.39,4.97,2.04,2.84,2.28,0.78
,8/1/17 6:19,2.23,2.75,0.39,5.06,1.99,2.44,1.28,0.56
,8/1/17 6:20,1.28,2.28,0.39,5.12,2.02,2.25,0.31,0.53
,8/1/17 6:21,0.32,2.44,0.39,5.18,2.05,2.03,0.31,1.00
,8/1/17 6:22,0.32,3.34,0.39,5.25,1.17,1.84,0.31,1.56
,8/1/17 6:23,0.32,4.00,0.39,5.31,0.28,2.19,0.31,2.03
,8/1/17 6:24,0.32,4.37,0.39,5.37,0.28,2.97,0.31,2.41
,8/1/17 6:25,0.32,4.62,1.74,5.37,1.28,3.40,0.31,2.75
,8/1/17 6:26,0.32,4.81,3.10,4.19,2.05,2.84,0.31,3.06
,8/1/17 6:27,1.34,4.93,3.14,2.90,1.99,2.44,0.31,3.31
,8/1/17 6:28,2.36,4.18,3.11,2.00,2.02,2.22,2.37,3.28
,8/1/17 6:29,2.23,3.31,3.09,1.38,2.05,2.03,2.24,2.43
,8/1/17 6:30,2.23,2.72,3.11,0.91,0.28,1.84,2.27,1.72
,8/1/17 6:31,1.28,2.25,3.11,0.47,0.28,2.25,2.28,1.34
,8/1/17 6:32,0.32,2.53,3.10,0.09,0.28,3.06,2.25,0.94
,8/1/17 6:33,0.32,3.40,3.11,-0.28,2.30,3.40,1.30,0.56
,8/1/17 6:34,0.32,4.06,3.11,-0.62,2.01,2.75,0.31,0.72
,8/1/17 6:35,0.32,4.41,3.11,-0.91,1.99,2.37,0.31,1.22
,8/1/17 6:36,0.32,4.62,3.10,-1.19,2.02,2.19,0.31,1.81
,8/1/17 6:37,0.32,4.81,3.09,-1.44,2.04,1.97,0.31,2.25
,8/1/17 6:38,1.35,4.93,3.10,-1.69,0.28,1.84,0.31,2.66
,8/1/17 6:39,2.37,4.34,3.10,-1.84,0.28,2.40,0.31,2.94
,8/1/17 6:40,2.24,3.53,3.10,-2.06,0.28,3.16,0.31,3.19
,8/1/17 6:41,2.25,3.03,3.09,-2.22,2.23,3.34,2.74,3.40
,8/1/17 6:42,2.25,2.56,3.10,-2.40,1.99,2.66,2.28,2.75
,8/1/17 6:43,0.32,2.25,3.10,-2.53,1.99,2.37,2.26,1.91
,8/1/17 6:44,0.32,2.84,3.10,-2.72,2.03,2.12,2.23,1.41
,8/1/17 6:45,0.32,3.69,3.10,-2.84,2.05,1.94,2.26,1.03
,8/1/17 6:46,0.32,4.22,3.11,-2.97,0.28,1.87,1.79,0.66
,8/1/17 6:47,0.32,4.50,3.11,-3.09,0.28,2.53,0.31,0.59
,8/1/17 6:48,0.32,4.72,3.10,-3.22,0.28,3.31,0.31,1.06
,8/1/17 6:49,0.32,4.90,0.40,-3.19,2.19,3.25,0.31,1.66
,8/1/17 6:50,2.43,4.62,0.40,-2.31,1.98,2.59,0.31,2.16
,8/1/17 6:51,2.28,3.65,0.40,-0.81,2.01,2.31,0.31,2.53
,8/1/17 6:52,2.25,2.97,0.40,-0.10,2.04,2.09,0.31,2.84
,8/1/17 6:53,1.29,2.44,0.39,0.25,1.17,1.87,0.31,3.12
,8/1/17 6:54,0.32,2.38,0.40,0.47,0.28,2.09,1.29,3.37
,8/1/17 6:55,0.32,3.15,0.40,0.65,0.28,2.87,2.35,3.09
,8/1/17 6:56,0.32,3.88,0.40,0.87,1.26,3.44,2.23,2.18
,8/1/17 6:57,0.32,4.31,0.40,1.09,2.12,2.97,3.37,1.56
,8/1/17 6:58,0.32,4.56,0.40,1.37,1.98,2.50,0.44,1.81
,8/1/17 6:59,0.33,4.78,0.40,1.69,2.03,2.25,0.44,2.59
,8/1/17 7:00,1.36,4.93,0.40,1.94,2.05,2.03,2.33,3.18
,8/1/17 7:01,2.41,4.25,0.40,2.12,,1.84,2.27,2.43
,8/1/17 7:02,2.26,3.31,0.40,2.31,,2.19,2.23,1.69
,8/1/17 7:03,2.26,2.75,0.40,2.47,0.28,3.00,2.24,1.28
,8/1/17 7:04,1.31,2.31,0.40,2.62,1.29,3.43,2.24,0.88
,8/1/17 7:05,0.33,2.75,0.40,2.78,2.04,2.84,1.28,0.47
,8/1/17 7:06,0.33,3.56,0.40,2.90,1.99,2.44,0.31,0.66
,8/1/17 7:07,0.33,4.16,0.40,3.03,2.02,2.19,0.31,1.16
,8/1/17 7:08,0.33,4.44,0.40,3.18,2.05,2.00,0.31,1.75
,8/1/17 7:09,0.33,4.65,0.40,3.28,0.28,1.84,0.31,2.22
,8/1/17 7:10,0.33,4.84,0.40,3.40,0.28,2.34,0.31,2.59
,8/1/17 7:11,0.33,4.81,0.39,3.53,0.28,3.16,0.31,2.91
,8/1/17 7:12,2.35,3.87,0.40,3.65,2.22,3.41,0.31,3.19
,8/1/17 7:13,2.27,3.09,0.39,3.72,2.00,2.69,1.30,3.40
,8/1/17 7:14,2.28,2.56,0.40,3.84,1.99,2.37,2.36,3.09
,8/1/17 7:15,0.33,2.28,0.39,3.97,2.03,2.56,2.24,2.15
,8/1/17 7:16,0.33,2.93,0.39,4.03,2.06,3.78,2.23,1.59
,8/1/17 7:17,0.33,3.75,0.39,4.15,2.09,4.31,2.24,1.19
,8/1/17 7:18,0.33,4.22,0.39,4.25,2.11,4.66,2.25,0.78
,8/1/17 7:19,0.33,4.50,0.39,4.34,2.12,5.28,0.31,0.50
,8/1/17 7:20,0.33,4.72,0.39,4.40,2.13,5.72,0.31,0.84
,8/1/17 7:21,0.33,4.87,0.39,4.47,2.14,5.97,0.31,1.41
,8/1/17 7:22,2.44,4.65,0.39,4.56,2.14,6.41,0.31,1.94
,8/1/17 7:23,2.30,3.68,0.39,4.65,2.15,6.59,0.31,2.34
,8/1/17 7:24,2.26,2.94,0.39,4.72,2.15,6.84,0.31,2.72
,8/1/17 7:25,1.30,2.44,0.39,4.78,2.16,7.47,0.31,3.00
,8/1/17 7:26,0.33,2.38,0.39,4.87,2.17,8.25,0.31,3.25
,8/1/17 7:27,0.33,3.15,0.39,4.93,2.18,9.31,2.33,3.40
,8/1/17 7:28,0.33,3.91,0.39,5.00,2.17,9.72,2.26,2.72
,8/1/17 7:29,0.33,4.34,0.39,5.06,2.17,9.63,2.23,1.88
,8/1/17 7:30,0.32,4.59,0.39,5.12,2.16,9.09,2.23,1.47
,8/1/17 7:31,0.33,4.75,0.39,5.18,2.17,8.66,2.23,1.03
,8/1/17 7:32,1.29,4.93,0.39,5.25,2.17,8.47,2.23,0.59
,8/1/17 7:33,2.43,4.34,0.39,5.34,2.15,8.19,0.31,0.50
,8/1/17 7:34,2.27,3.40,1.77,5.37,2.15,7.94,0.31,1.00
,8/1/17 7:35,2.27,2.75,3.13,4.38,2.15,7.72,0.31,1.63
,8/1/17 7:36,1.30,2.25,3.11,3.00,2.15,7.56,0.31,2.09
,8/1/17 7:37,0.33,2.56,3.12,2.06,2.16,7.40,0.31,2.47
,8/1/17 7:38,0.33,3.40,3.14,1.38,2.15,7.22,0.31,2.81
,8/1/17 7:39,0.33,4.06,3.13,0.88,2.14,7.09,0.31,3.06
,8/1/17 7:40,0.33,4.37,3.12,0.41,2.14,6.94,0.31,3.31
,8/1/17 7:41,0.33,4.62,3.12,0.00,2.15,6.78,2.36,3.28
,8/1/17 7:42,0.33,4.78,3.12,-0.34,2.15,6.65,2.25,2.34
,8/1/17 7:43,1.37,4.87,3.13,-0.69,2.14,6.53,2.23,1.66
,8/1/17 7:44,2.40,4.18,3.11,-0.93,2.13,6.40,2.23,1.28
,8/1/17 7:45,0.35,3.43,3.12,-0.40,2.13,6.28,2.24,0.84
,8/1/17 7:46,0.32,3.75,3.12,0.75,2.13,6.12,0.31,0.53
,8/1/17 7:47,0.32,4.47,3.13,0.53,2.13,6.03,0.31,0.81
,8/1/17 7:48,0.31,4.87,3.14,-0.06,2.14,5.90,0.31,1.37
,8/1/17 7:49,2.38,4.56,3.13,-0.53,2.13,5.78,0.31,1.94
,8/1/17 7:50,2.24,3.62,3.13,-0.94,2.15,5.68,0.31,2.34
,8/1/17 7:51,2.19,2.84,3.12,-1.28,2.14,5.59,0.31,2.72
,8/1/17 7:52,1.27,2.34,3.12,-1.66,2.15,5.50,0.31,3.00
,8/1/17 7:53,0.32,2.34,3.12,-1.94,2.15,5.40,0.31,3.25
,8/1/17 7:54,0.32,3.18,3.12,-2.19,2.13,5.31,2.33,3.43
,8/1/17 7:55,0.31,3.94,3.12,-2.44,2.14,5.22,2.28,2.75
,8/1/17 7:56,0.31,4.34,3.12,-2.65,2.14,5.15,2.25,1.91
,8/1/17 7:57,0.32,4.59,3.12,-2.84,2.14,5.06,2.25,1.47
,8/1/17 7:58,0.31,4.75,3.12,-3.03,2.15,5.00,2.23,1.03
,8/1/17 7:59,1.31,4.90,3.12,-3.19,2.14,4.90,1.27,0.59
,8/1/17 8:00,2.36,4.25,0.40,-3.06,2.13,4.84,0.31,0.56
,8/1/17 8:01,2.22,3.37,0.40,-1.81,2.14,4.78,0.31,1.06
,8/1/17 8:02,2.21,2.72,0.40,-0.72,2.14,4.72,0.31,1.69
,8/1/17 8:03,1.26,2.28,0.40,-0.06,2.12,4.62,0.31,2.16
,8/1/17 8:04,0.31,2.65,0.40,0.31,2.11,4.56,0.31,2.53
,8/1/17 8:05,0.31,3.50,0.40,0.50,2.10,4.50,,2.84
,8/1/17 8:06,0.31,4.09,0.40,0.69,2.10,4.43,0.31,3.12
,8/1/17 8:07,0.31,4.37,0.39,0.84,2.12,4.43,0.31,3.34
,8/1/17 8:08,0.31,4.62,0.39,1.06,2.12,4.34,,3.28
,8/1/17 8:09,0.31,4.78,0.39,1.34,2.12,4.28,2.24,2.40
,8/1/17 8:10,1.32,4.90,0.39,1.62,2.11,4.25,2.22,1.69
,8/1/17 8:11,2.30,4.18,0.39,1.87,2.12,4.18,2.23,1.31
,8/1/17 8:12,2.17,3.25,0.39,2.09,2.12,4.12,2.25,0.88
,8/1/17 8:13,2.16,2.63,0.39,2.28,2.11,4.09,1.28,0.50
,8/1/17 8:14,0.31,2.25,0.39,2.44,2.11,4.03,0.31,0.69
,8/1/17 8:15,0.31,2.72,0.39,2.59,2.11,4.00,0.31,1.19
,8/1/17 8:16,0.31,3.56,0.39,2.78,2.11,3.90,0.31,1.75
,8/1/17 8:17,0.31,4.09,0.39,2.90,2.11,3.87,0.31,2.22
,8/1/17 8:18,0.31,4.44,0.39,3.03,2.12,3.84,0.31,2.56
,8/1/17 8:19,0.31,4.62,0.39,3.15,2.10,3.75,0.31,2.87
,8/1/17 8:20,0.31,4.78,0.39,3.28,2.10,3.75,0.31,3.12
,8/1/17 8:21,1.31,4.90,0.39,3.40,2.10,3.68,1.43,3.37
,8/1/17 8:22,2.31,4.18,0.39,3.53,2.10,3.62,2.36,3.22
,8/1/17 8:23,2.18,3.25,0.39,3.62,2.11,3.56,2.26,2.25
,8/1/17 8:24,2.18,2.66,0.38,3.72,2.10,3.47,2.24,1.56
,8/1/17 8:25,0.31,2.25,0.38,3.81,2.11,3.43,2.22,1.22
,8/1/17 8:26,0.30,2.81,0.39,3.90,2.12,3.40,2.22,0.81
,8/1/17 8:27,0.31,3.62,0.39,4.00,2.12,3.37,0.31,0.47
,8/1/17 8:28,0.31,4.16,0.39,4.09,2.11,3.34,0.31,0.78
,8/1/17 8:29,0.30,4.50,0.39,4.18,2.10,3.25,0.31,1.34
,8/1/17 8:30,0.30,4.65,0.39,4.25,2.11,3.25,0.31,1.94
,8/1/17 8:31,0.30,4.81,0.39,4.44,2.10,3.22,0.31,2.34
,8/1/17 8:32,1.32,4.81,0.39,4.81,2.11,3.15,0.31,2.69
,8/1/17 8:33,2.23,3.93,0.40,5.03,2.11,3.09,0.31,3.00
,8/1/17 8:34,2.14,3.09,0.40,5.06,2.11,3.06,0.31,3.22
,8/1/17 8:35,2.15,2.50,0.40,5.09,2.10,3.00,1.33,3.44
,8/1/17 8:36,0.30,2.25,0.39,5.15,2.09,2.93,2.34,2.97
,8/1/17 8:37,0.30,2.97,0.39,5.18,2.08,2.93,2.26,2.03
,8/1/17 8:38,0.30,3.78,0.40,5.28,2.10,2.87,2.23,1.44
,8/1/17 8:39,0.30,4.22,0.39,5.31,2.09,2.81,2.24,1.09
,8/1/17 8:40,0.30,4.50,0.40,5.40,2.09,2.78,2.27,0.72
,8/1/17 8:41,0.30,4.65,0.39,5.47,2.09,2.75,0.31,0.50
,8/1/17 8:42,0.30,4.84,0.40,5.53,2.09,2.68,0.31,0.88
,8/1/17 8:43,1.33,4.81,0.40,5.59,2.09,2.75,0.31,1.88
,8/1/17 8:44,2.21,3.93,1.77,4.94,2.10,2.72,0.31,2.62
,8/1/17 8:45,2.13,3.09,3.12,3.56,2.11,2.68,0.31,2.94
,8/1/17 8:46,2.14,2.56,3.15,2.62,2.10,2.62,0.31,3.19
,8/1/17 8:47,0.30,2.34,3.14,1.94,2.10,2.62,1.32,3.44
,8/1/17 8:48,0.30,3.06,3.14,1.41,2.11,2.59,2.37,3.03
,8/1/17 8:49,0.30,3.84,3.13,0.97,2.10,2.56,2.23,2.12
,8/1/17 8:50,0.30,4.25,3.14,0.56,2.10,2.50,2.23,1.59
,8/1/17 8:51,0.30,4.50,3.14,0.25,2.10,2.43,2.24,1.19
,8/1/17 8:52,0.30,4.72,3.15,-0.22,2.10,2.37,2.24,0.78
,8/1/17 8:53,0.30,4.84,3.14,-0.59,2.10,2.37,0.31,0.50
,8/1/17 8:54,2.29,4.75,3.13,-0.91,,2.31,0.31,0.81
,8/1/17 8:55,2.17,3.78,3.14,-1.19,2.10,2.31,0.31,1.41
,8/1/17 8:56,2.12,3.00,,-1.44,2.10,2.25,0.31,1.94
,8/1/17 8:57,2.04,2.44,3.13,-1.69,2.09,2.18,0.31,2.34
,8/1/17 8:58,0.30,2.34,,-1.94,2.10,2.15,0.31,2.72
,8/1/17 8:59,0.30,3.09,3.14,-2.12,2.08,2.09,0.31,3.00
,8/1/17 9:00,0.29,3.84,3.15,-2.31,2.09,2.06,0.31,3.25
,8/1/17 9:01,0.29,4.25,3.14,-2.47,2.08,2.06,1.36,3.47
,8/1/17 9:02,0.29,4.50,3.13,-2.65,2.07,2.03,2.34,2.87
,8/1/17 9:03,0.29,4.69,3.14,-2.84,2.08,2.00,2.25,1.94
,8/1/17 9:04,0.29,4.84,3.13,-2.97,2.07,2.00,2.22,1.50
,8/1/17 9:05,0.15,5.12,3.14,-3.09,2.07,1.93,2.24,1.09
,8/1/17 9:06,0.00,5.40,3.13,-3.22,2.08,2.00,2.26,0.72
,8/1/17 9:07,0.00,5.62,1.76,-3.37,2.08,2.50,0.31,0.56
,8/1/17 9:08,0.00,5.84,0.40,-2.47,2.09,3.28,0.31,0.94
,8/1/17 9:09,0.00,6.31,0.40,-1.25,2.10,4.09,0.31,1.50
,8/1/17 9:10,0.00,7.25,0.39,-0.47,1.05,4.53,0.31,2.03
,8/1/17 9:11,0.00,7.50,0.39,0.03,0.00,6.56,0.31,2.41
,8/1/17 9:12,0.00,7.50,0.39,0.31,0.00,8.97,0.31,2.75
,8/1/17 9:13,0.00,7.50,0.39,0.50,0.00,10.44,0.31,3.03
,8/1/17 9:14,0.00,7.50,0.39,0.81,0.00,12.72,0.31,3.28
,8/1/17 9:15,0.00,7.53,0.39,1.25,0.00,14.62,2.31,3.40
,8/1/17 9:16,0.00,7.56,0.39,1.78,0.00,15.50,2.28,2.75
,8/1/17 9:17,0.00,7.59,0.39,2.19,0.00,15.31,2.25,1.84
,8/1/17 9:18,0.00,7.65,0.39,2.53,0.27,13.75,2.26,1.41
,8/1/17 9:19,0.00,8.40,0.39,2.72,0.27,9.59,2.25,0.97
,8/1/17 9:20,0.00,10.81,0.39,3.12,0.27,8.47,1.29,0.59
,8/1/17 9:21,0.00,12.28,0.39,3.22,1.36,8.09,0.31,0.56
,8/1/17 9:22,0.00,12.47,0.39,3.28,2.18,7.12,0.31,1.03
,8/1/17 9:23,0.00,11.72,0.39,3.40,2.06,6.81,0.31,1.66
,8/1/17 9:24,0.00,11.90,0.39,3.53,2.08,6.47,0.31,2.13
,8/1/17 9:25,0.29,10.53,0.39,3.65,2.09,6.09,0.31,2.53
,8/1/17 9:26,0.29,8.81,0.39,3.75,2.10,5.78,0.31,3.41
,8/1/17 9:27,2.36,7.91,0.39,3.90,2.11,5.50,2.38,3.37
,8/1/17 9:28,2.15,6.62,0.39,4.03,2.12,5.28,2.27,2.47
,8/1/17 9:29,2.15,5.94,0.39,4.15,2.11,5.09,2.23,1.72
,8/1/17 9:30,2.18,5.28,0.39,4.28,2.12,4.90,2.23,1.28
,8/1/17 9:31,2.14,4.72,0.39,4.53,2.12,4.78,2.26,0.91
,8/1/17 9:32,2.18,4.31,0.39,4.72,2.12,4.59,1.28,0.53
,8/1/17 9:33,2.17,3.91,0.39,5.03,2.12,4.62,0.31,1.06
,8/1/17 9:34,2.17,3.38,0.38,5.12,2.13,4.72,0.31,2.22
,8/1/17 9:35,2.17,2.94,0.38,5.18,2.13,4.62,0.31,3.03
,8/1/17 9:36,2.17,2.50,0.38,5.22,2.12,4.44,0.31,3.25
,8/1/17 9:37,0.29,2.18,0.38,5.28,2.12,4.28,1.36,3.40
,8/1/17 9:38,0.29,2.50,0.38,5.34,2.12,4.15,2.29,2.75
,8/1/17 9:39,0.29,3.43,0.38,5.72,2.12,4.06,2.25,1.84
,8/1/17 9:40,0.28,4.19,0.39,6.16,,3.97,2.27,1.41
,8/1/17 9:41,0.28,4.62,0.39,6.37,,3.87,2.26,1.00
,8/1/17 9:42,0.28,4.87,0.39,6.37,2.11,3.78,1.29,0.59
,8/1/17 9:43,2.28,4.72,1.76,6.47,2.12,3.68,0.31,0.66
,8/1/17 9:44,2.14,3.84,3.15,5.81,2.13,3.62,0.31,1.13
,8/1/17 9:45,2.10,3.25,3.15,5.03,2.13,3.62,0.31,1.69
,8/1/17 9:46,2.11,2.75,3.16,4.22,2.12,3.65,0.31,2.09
,8/1/17 9:47,1.20,2.34,3.17,3.72,2.11,3.53,0.31,2.47
,8/1/17 9:48,0.28,2.38,3.17,3.28,2.12,3.44,0.31,2.87
,8/1/17 9:49,0.28,3.12,3.17,3.00,2.11,3.34,1.37,3.84
,8/1/17 9:50,0.28,3.84,3.17,3.12,2.10,3.28,2.31,3.78
,8/1/17 9:51,0.28,4.28,3.16,2.94,2.12,3.28,2.24,2.81
,8/1/17 9:52,0.29,4.53,3.16,2.44,2.13,3.56,2.27,2.38
,8/1/17 9:53,0.28,4.75,3.18,2.09,2.11,3.47,2.30,2.15
,8/1/17 9:54,0.29,4.94,3.18,1.84,2.12,3.34,2.34,2.12
,8/1/17 9:55,2.28,4.62,3.18,1.72,2.12,3.47,2.36,1.84
,8/1/17 9:56,2.12,3.65,3.18,1.69,2.11,3.40,2.31,1.38
,8/1/17 9:57,2.11,3.00,3.18,1.78,2.11,3.28,0.31,1.09
,8/1/17 9:58,2.11,2.50,3.19,1.59,2.12,3.15,0.31,1.34
,8/1/17 9:59,0.29,2.22,3.19,1.37,2.10,3.09,0.31,2.00
,8/1/17 10:00,0.28,2.78,3.18,1.18,2.11,3.00,0.31,2.84
,8/1/17 10:01,0.29,4.00,3.18,1.12,2.11,2.90,0.31,3.28
,8/1/17 10:02,1.20,5.06,3.18,0.72,2.12,2.84,2.41,3.75
,8/1/17 10:03,2.29,4.62,3.17,0.50,2.11,2.91,2.32,3.18
,8/1/17 10:04,2.13,3.78,3.18,0.22,2.12,3.53,2.30,2.34
,8/1/17 10:05,2.12,3.25,3.19,-0.22,0.00,4.15,2.27,1.88
,8/1/17 10:06,2.13,2.93,3.20,-0.59,0.00,5.37,2.31,1.41
,8/1/17 10:07,2.14,2.66,3.21,-0.94,0.00,6.59,0.31,1.18
,8/1/17 10:08,2.14,2.28,3.21,-1.19,0.00,7.19,0.31,1.47
,8/1/17 10:09,0.29,2.00,3.22,-1.09,0.00,8.19,0.31,2.22
,8/1/17 10:10,0.29,2.47,3.21,-0.75,0.00,8.81,0.31,2.72
,8/1/17 10:11,0.29,3.37,3.21,-0.53,0.00,9.53,0.31,2.97
,8/1/17 10:12,0.29,4.03,3.24,-0.53,0.00,9.78,0.31,3.19
,8/1/17 10:13,0.29,4.41,3.23,-0.72,0.00,10.12,0.31,3.40
,8/1/17 10:14,0.29,4.62,3.24,-0.78,0.00,10.25,1.33,3.56
,8/1/17 10:15,0.29,4.84,3.24,-0.75,0.00,10.03,2.41,3.69
,8/1/17 10:16,1.31,4.91,3.23,-0.53,0.00,9.78,2.30,2.90
,8/1/17 10:17,2.22,4.06,3.20,-0.50,0.00,10.00,2.29,2.00
,8/1/17 10:18,2.12,3.22,3.22,-0.38,0.00,10.06,2.30,1.65
,8/1/17 10:19,2.13,2.69,3.25,-0.28,0.00,9.81,2.29,1.47
,8/1/17 10:20,2.13,2.28,3.24,-0.40,0.00,9.47,2.31,1.18
,8/1/17 10:21,1.20,1.90,3.24,-0.43,0.00,9.75,2.34,1.18
,8/1/17 10:22,0.29,2.31,3.24,-0.40,0.00,10.15,1.32,0.97
,8/1/17 10:23,0.29,3.25,3.23,-0.72,0.00,10.22,0.31,1.06
,8/1/17 10:24,0.28,3.88,3.26,-0.97,0.00,10.00,0.31,1.44
,8/1/17 10:25,0.29,4.25,3.26,-1.03,0.00,9.78,0.31,1.91
,8/1/17 10:26,,4.47,3.25,-1.03,0.00,9.62,0.31,2.28
,8/1/17 10:27,0.29,4.69,3.26,-1.09,0.00,9.47,0.31,2.62
,8/1/17 10:28,0.29,4.84,0.42,-0.34,0.00,9.40,0.31,2.90
,8/1/17 10:29,1.32,4.84,0.41,0.53,0.00,9.28,0.31,3.12
,8/1/17 10:30,2.21,3.93,0.40,0.94,0.00,9.22,0.31,3.28
,8/1/17 10:31,2.13,3.09,0.40,1.41,0.00,9.12,0.31,3.47
,8/1/17 10:32,2.14,2.53,0.40,1.88,0.00,9.06,2.35,3.50
,8/1/17 10:33,2.13,2.13,0.39,2.34,0.00,9.00,2.27,2.72
,8/1/17 10:34,0.29,2.03,0.39,2.81,0.00,9.44,2.23,1.88
,8/1/17 10:35,0.28,2.81,0.39,3.44,0.00,9.68,2.24,1.41
,8/1/17 10:36,0.28,3.78,0.39,4.19,0.00,10.12,0.31,1.06
,8/1/17 10:37,0.29,4.25,0.39,4.25,0.00,10.12,0.31,1.22
,8/1/17 10:38,0.28,4.50,,4.25,0.00,10.00,0.31,1.87
,8/1/17 10:39,0.29,4.69,0.39,4.28,0.00,9.90,0.31,2.47
,8/1/17 10:40,0.29,4.84,0.39,4.40,0.00,9.84,0.31,2.81
,8/1/17 10:41,1.30,4.91,0.38,4.47,0.00,10.19,0.31,3.06
,8/1/17 10:42,2.21,4.06,0.38,4.56,0.00,10.78,0.31,3.25
,8/1/17 10:43,2.11,3.19,0.39,4.65,0.00,11.28,0.31,3.44
,8/1/17 10:44,2.13,2.63,0.39,4.72,0.00,11.63,1.35,3.56
,8/1/17 10:45,2.13,2.19,0.39,4.78,0.00,12.03,2.31,2.93
,8/1/17 10:46,0.29,2.00,0.39,4.87,0.00,12.19,2.23,2.00
